Australia;12-06-2011;551023.4908;false
Australia;12-06-2011;15997.4590;true
Australia;13-06-2011;15394.3298;true
Australia;14-06-2011;16588.4572;true
Australia;15-06-2011;7907.9768;true
Australia;16-06-2011;16588.4572;true
Australia;17-06-2011;15815.9536;true
Australia;18-06-2011;8680.4804;true
Australia;19-06-2011;8680.4804;true
Australia;20-06-2011;23105.3072;true
Australia;21-06-2011;11664.9658;true
Australia;22-06-2011;15815.9536;true
Australia;23-06-2011;15618.9542;true
Australia;24-06-2011;7907.9768;true
Australia;25-06-2011;27677.9188;true
Australia;26-06-2011;12409.8444;true
Australia;27-06-2011;15815.9536;true
Australia;28-06-2011;15618.9542;true
Australia;29-06-2011;7683.3524;true
Australia;30-06-2011;28253.4230;true
Australia;01-07-2011;12437.4694;true
Australia;02-07-2011;15815.9536;true
Australia;03-07-2011;42256.6260;true
Australia;04-07-2011;16588.4572;true
Australia;05-07-2011;11861.9652;true
Australia;06-07-2011;12634.4688;true
Australia;07-07-2011;19375.9432;true
Australia;08-07-2011;30985.6590;true
Australia;09-07-2011;21862.8284;true
Australia;10-07-2011;19545.3176;true
Australia;11-07-2011;15914.5840;true
Australia;12-07-2011;16588.4572;true
Australia;13-07-2011;1732841.0556;false
Australia;13-07-2011;19769.9420;true
Australia;14-07-2011;11861.9652;true
Australia;15-07-2011;12409.8444;true
Australia;16-07-2011;19375.9432;true
Australia;17-07-2011;17360.9608;true
Australia;18-07-2011;28056.4236;true
Australia;19-07-2011;15815.9536;true
Australia;20-07-2011;12437.4694;true
Australia;21-07-2011;15366.7048;true
Australia;22-07-2011;23302.3066;true
Australia;23-07-2011;19769.9420;true
Australia;24-07-2011;23723.9304;true
Australia;25-07-2011;13182.3480;true
Australia;26-07-2011;15815.9536;true
Australia;27-07-2011;23329.9316;true
Australia;29-07-2011;3953.9884;true
Australia;30-07-2011;23499.3060;true
Australia;31-07-2011;18905.9680;true
Australia;01-08-2011;23499.3060;true
Australia;02-08-2011;30958.0340;true
Australia;03-08-2011;19545.3176;true
Australia;04-08-2011;11637.3408;true
Australia;05-08-2011;32010.4120;true
Australia;06-08-2011;8455.8560;true
Australia;07-08-2011;27283.9200;true
Australia;08-08-2011;7907.9768;true
Australia;09-08-2011;7907.9768;true
Australia;10-08-2011;21862.8284;true
Australia;11-08-2011;27283.9200;true
Australia;12-08-2011;23050.0572;true
Australia;13-08-2011;15815.9536;true
Australia;13-08-2011;1313120.5217;false
Australia;14-08-2011;39539.8840;true
Australia;15-08-2011;12634.4688;true
Australia;16-08-2011;23329.9316;true
Australia;17-08-2011;11861.9652;true
Australia;18-08-2011;24496.4340;true
Australia;19-08-2011;16588.4572;true
Australia;20-08-2011;11861.9652;true
Australia;21-08-2011;27031.6706;true
Australia;22-08-2011;11861.9652;true
Australia;24-08-2011;7710.9774;true
Australia;25-08-2011;9228.3596;true
Australia;26-08-2011;19769.9420;true
Australia;27-08-2011;15815.9536;true
Australia;28-08-2011;16588.4572;true
Australia;29-08-2011;15421.9548;true
Australia;30-08-2011;19769.9420;true
Australia;31-08-2011;28253.4230;true
Australia;01-09-2011;7907.9768;true
Australia;02-09-2011;24650.3144;true
Australia;03-09-2011;23723.9304;true
Australia;04-09-2011;24496.4340;true
Australia;05-09-2011;11861.9652;true
Australia;06-09-2011;11861.9652;true
Australia;07-09-2011;16588.4572;true
Australia;08-09-2011;29995.4296;true
Australia;09-09-2011;4726.4920;true
Australia;10-09-2011;772.5036;true
Australia;11-09-2011;39539.8840;true
Australia;12-09-2011;951311.1238;false
Australia;12-09-2011;12437.4694;true
Australia;13-09-2011;11637.3408;true
Australia;14-09-2011;15815.9536;true
Australia;15-09-2011;7907.9768;true
Australia;16-09-2011;27831.7992;true
Australia;17-09-2011;8455.8560;true
Australia;18-09-2011;12634.4688;true
Australia;19-09-2011;36736.9040;true
Australia;20-09-2011;32179.7864;true
Australia;21-09-2011;19769.9420;true
Australia;22-09-2011;30958.0340;true
Australia;23-09-2011;47026.2370;true
Australia;24-09-2011;20148.4468;true
Australia;25-09-2011;11861.9652;true
Australia;26-09-2011;7683.3524;true
Australia;27-09-2011;20093.1968;true
Australia;28-09-2011;11637.3408;true
Australia;29-09-2011;31434.9078;true
Australia;30-09-2011;16588.4572;true
Australia;01-10-2011;23723.9304;true
Australia;02-10-2011;11861.9652;true
Australia;03-10-2011;12437.4694;true
Australia;04-10-2011;16588.4572;true
Australia;06-10-2011;3953.9884;true
Australia;07-10-2011;7907.9768;true
Australia;08-10-2011;33176.9144;true
Australia;09-10-2011;16588.4572;true
Australia;10-10-2011;26392.3210;true
Australia;11-10-2011;24299.4346;true
Australia;12-10-2011;7458.7280;true
Australia;13-10-2011;2617651.7470;false
Australia;13-10-2011;22908.3078;true
