Australia;12-06-2011;3756.9890;true
Australia;13-06-2011;11440.3414;true
Australia;14-06-2011;7907.9768;true
Australia;16-06-2011;8680.4804;true
Australia;18-06-2011;3953.9884;true
Australia;19-06-2011;3953.9884;true
Australia;20-06-2011;7683.3524;true
Australia;21-06-2011;7710.9774;true
Australia;22-06-2011;3953.9884;true
Australia;23-06-2011;7710.9774;true
Australia;24-06-2011;7907.9768;true
Australia;25-06-2011;3953.9884;true
Australia;26-06-2011;3729.3640;true
Australia;27-06-2011;7907.9768;true
Australia;28-06-2011;11664.9658;true
Australia;29-06-2011;7683.3524;true
Australia;30-06-2011;15618.9542;true
Australia;01-07-2011;8483.4810;true
Australia;02-07-2011;11861.9652;true
Australia;03-07-2011;15421.9548;true
Australia;04-07-2011;11861.9652;true
Australia;06-07-2011;3953.9884;true
Australia;07-07-2011;11467.9664;true
Australia;08-07-2011;19572.9426;true
Australia;09-07-2011;8455.8560;true
Australia;10-07-2011;7683.3524;true
Australia;11-07-2011;3729.3640;true
Australia;12-07-2011;3953.9884;true
Australia;13-07-2011;3953.9884;true
Australia;14-07-2011;3953.9884;true
Australia;15-07-2011;12409.8444;true
Australia;16-07-2011;11467.9664;true
Australia;17-07-2011;12634.4688;true
Australia;18-07-2011;23329.9316;true
Australia;19-07-2011;7907.9768;true
Australia;20-07-2011;3756.9890;true
Australia;21-07-2011;11412.7164;true
Australia;22-07-2011;15394.3298;true
Australia;23-07-2011;7907.9768;true
Australia;24-07-2011;3953.9884;true
Australia;25-07-2011;8455.8560;true
Australia;27-07-2011;7907.9768;true
Australia;29-07-2011;3953.9884;true
Australia;30-07-2011;3729.3640;true
Australia;31-07-2011;4726.4920;true
Australia;01-08-2011;7683.3524;true
Australia;02-08-2011;11637.3408;true
Australia;03-08-2011;11861.9652;true
Australia;04-08-2011;7683.3524;true
Australia;05-08-2011;16588.4572;true
Australia;06-08-2011;7683.3524;true
Australia;07-08-2011;3953.9884;true
Australia;08-08-2011;3953.9884;true
Australia;09-08-2011;3953.9884;true
Australia;10-08-2011;8455.8560;true
Australia;11-08-2011;3953.9884;true
Australia;12-08-2011;11637.3408;true
Australia;13-08-2011;3953.9884;true
Australia;14-08-2011;15815.9536;true
Australia;15-08-2011;8680.4804;true
Australia;16-08-2011;3953.9884;true
Australia;18-08-2011;7907.9768;true
Australia;20-08-2011;7907.9768;true
Australia;21-08-2011;11664.9658;true
Australia;22-08-2011;7907.9768;true
Australia;24-08-2011;3953.9884;true
Australia;25-08-2011;7683.3524;true
Australia;26-08-2011;11861.9652;true
Australia;27-08-2011;7907.9768;true
Australia;28-08-2011;3953.9884;true
Australia;29-08-2011;3953.9884;true
Australia;30-08-2011;7907.9768;true
Australia;31-08-2011;11664.9658;true
Australia;02-09-2011;7907.9768;true
Australia;03-09-2011;7907.9768;true
